 8638 xpcproxy	Created        /private/var/tmp/cy-wS22sw.dylib	
 8665 xpcproxy	Modified       /private/var/tmp/cy-VXK7BU.dylib	
 8665 xpcproxy	Created        /private/var/tmp/cy-9gRW6Y.dylib	
 8665 xpcproxy	Deleted        /private/var/tmp/cy-9gRW6Y.dylib	
 8665 xpcproxy	Modified       /private/var/tmp/cy-9gRW6Y.dylib	
 8665 xpcproxy	Created        /private/var/tmp/cy-veklgu.dylib	
 8665 xpcproxy	Deleted        /private/var/tmp/cy-veklgu.dylib	
 8665 xpcproxy	Modified       /private/var/tmp/cy-veklgu.dylib	
 8665 xpcproxy	Created        /private/var/tmp/cy-M8Sw4Z.dylib	
 8665 xpcproxy	Deleted        /private/var/tmp/cy-M8Sw4Z.dylib	
 8665 xpcproxy	Modified       /private/var/tmp/cy-M8Sw4Z.dylib	
 8261 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 8261 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjADD61092D	
 8261 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjADD61092D	
 8261 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjADD61092D	
 8261 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 8261 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-journal	
 8261 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj55166490F	
 8261 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj55166490F	
 8261 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj55166490F	
 8389 SpringBoard	Created        /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.Uf4rkvOy	
 8389 SpringBoard	Chowned        /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.Uf4rkvOy	
 8389 SpringBoard	Changed stat   /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.Uf4rkvOy	
 8389 SpringBoard	Modified       /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.Uf4rkvOy	
 8389 SpringBoard	Renamed        /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.Uf4rkvOy	/private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/1720130734502461168317487129434449427543 
 8389 SpringBoard	Created        /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.rl9AydLS	
 8389 SpringBoard	Chowned        /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.rl9AydLS	
 8389 SpringBoard	Changed stat   /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.rl9AydLS	
 8389 SpringBoard	Deleted        /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/1377905801211359073511760654901604062969	
 8389 SpringBoard	Modified       /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.rl9AydLS	
 8389 SpringBoard	Renamed        /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.rl9AydLS	/private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/1377905801211359073515482083265239863802 
 8389 SpringBoard	Created        /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.v4UtpVgv	
 8389 SpringBoard	Chowned        /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.v4UtpVgv	
 8389 SpringBoard	Deleted        /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/1720130734502461168317487129434449427543	
 8389 SpringBoard	Changed stat   /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.v4UtpVgv	
 8389 SpringBoard	Modified       /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.v4UtpVgv	
 8389 SpringBoard	Renamed        /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.v4UtpVgv	/private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/1720130734502461168317487129434449427543 
 8389 SpringBoard	Created        /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.exuMm9VI	
 8389 SpringBoard	Chowned        /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.exuMm9VI	
 8389 SpringBoard	Changed stat   /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.exuMm9VI	
 8389 SpringBoard	Deleted        /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/493230632443406020613923833818236505257	
 8389 SpringBoard	Modified       /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.exuMm9VI	
  308 cfprefsd	Created        /private/var/mobile/Library/Preferences/com.apple.coreduetd.plist.HPFnfK4	
 8389 SpringBoard	Renamed        /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.exuMm9VI	/private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/49323063244340602062933144632799934056 
  308 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.coreduetd.plist.HPFnfK4	
  308 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.coreduetd.plist.HPFnfK4	
 8389 SpringBoard	Created        /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.ufEGN9nq	
 8389 SpringBoard	Chowned        /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.ufEGN9nq	
 8389 SpringBoard	Changed stat   /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.ufEGN9nq	
 8389 SpringBoard	Modified       /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.ufEGN9nq	
 8389 SpringBoard	Renamed        /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.ufEGN9nq	/private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/172013073450246139965984400759241070968 
 8389 SpringBoard	Created        /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.xYpnxR6E	
 8389 SpringBoard	Chowned        /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.xYpnxR6E	
 8389 SpringBoard	Changed stat   /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.xYpnxR6E	
 8389 SpringBoard	Deleted        /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/1377905801211373820010182457658307883292	
 8389 SpringBoard	Modified       /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.xYpnxR6E	
 8389 SpringBoard	Renamed        /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.xYpnxR6E	/private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/137790580121137382003708388857019856923 
 8389 SpringBoard	Created        /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.YAljb8FY	
 8389 SpringBoard	Chowned        /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.YAljb8FY	
 8389 SpringBoard	Deleted        /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/49323063244340602062933144632799934056	
 8389 SpringBoard	Changed stat   /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.YAljb8FY	
 8389 SpringBoard	Modified       /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.YAljb8FY	
 8389 SpringBoard	Renamed        /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.YAljb8FY	/private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/49323063244340602062933144632799934056 
 8389 SpringBoard	Created        /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.xLnOM7px	
 8389 SpringBoard	Chowned        /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.xLnOM7px	
 8389 SpringBoard	Changed stat   /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.xLnOM7px	
 8389 SpringBoard	Modified       /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.xLnOM7px	
 8389 SpringBoard	Deleted        /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/172013073450246139965984400759241070968	
 8389 SpringBoard	Renamed        /private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/tmp.xLnOM7px	/private/var/mobile/Library/Caches/com.apple.UIStatusBar/13F69/images/172013073450246139965984400759241070968 
  308 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.coreduetd.plist.HPFnfK4	
  308 cfprefsd	Chowned        /private/var/mobile/Library/Preferences/com.apple.coreduetd.plist.HPFnfK4	
  308 cfprefsd	Modified       /private/var/mobile/Library/Preferences/com.apple.coreduetd.plist.HPFnfK4	
  308 cfprefsd	Renamed        /private/var/mobile/Library/Preferences/com.apple.coreduetd.plist.HPFnfK4	/private/var/mobile/Library/Preferences/com.apple.coreduetd.plist 
  308 cfprefsd	Created        /private/var/containers/Shared/SystemGroup/AD094810-F265-40CB-9138-D5465A5AE04B/Library/Preferences/com.apple.powerlogd.plist.2xy4MGJ	
  308 cfprefsd	Chowned        /private/var/containers/Shared/SystemGroup/AD094810-F265-40CB-9138-D5465A5AE04B/Library/Preferences/com.apple.powerlogd.plist.2xy4MGJ	
  308 cfprefsd	Chowned        /private/var/containers/Shared/SystemGroup/AD094810-F265-40CB-9138-D5465A5AE04B/Library/Preferences/com.apple.powerlogd.plist.2xy4MGJ	
  308 cfprefsd	Chowned        /private/var/containers/Shared/SystemGroup/AD094810-F265-40CB-9138-D5465A5AE04B/Library/Preferences/com.apple.powerlogd.plist.2xy4MGJ	
  308 cfprefsd	Chowned        /private/var/containers/Shared/SystemGroup/AD094810-F265-40CB-9138-D5465A5AE04B/Library/Preferences/com.apple.powerlogd.plist.2xy4MGJ	
  308 cfprefsd	Modified       /private/var/containers/Shared/SystemGroup/AD094810-F265-40CB-9138-D5465A5AE04B/Library/Preferences/com.apple.powerlogd.plist.2xy4MGJ	
  308 cfprefsd	Renamed        /private/var/containers/Shared/SystemGroup/AD094810-F265-40CB-9138-D5465A5AE04B/Library/Preferences/com.apple.powerlogd.plist.2xy4MGJ	/private/var/containers/Shared/SystemGroup/AD094810-F265-40CB-9138-D5465A5AE04B/Library/Preferences/com.apple.powerlogd.plist 
 8668 sharingd	Created        /private/var/tmp/cy-m9cuF2.dylib	
 8668 sharingd	Deleted        /private/var/tmp/cy-m9cuF2.dylib	
 8668 sharingd	Modified       /private/var/tmp/cy-m9cuF2.dylib	
 8668 sharingd	Created        /private/var/tmp/cy-av4SIh.dylib	
 8668 sharingd	Deleted        /private/var/tmp/cy-av4SIh.dylib	
 8668 sharingd	Modified       /private/var/tmp/cy-av4SIh.dylib	
 8670 ReportCrash	Created        /private/var/tmp/cy-Li38eG.dylib	
 8670 ReportCrash	Deleted        /private/var/tmp/cy-Li38eG.dylib	
 8670 ReportCrash	Modified       /private/var/tmp/cy-Li38eG.dylib	
 8670 ReportCrash	Created        /private/var/tmp/cy-dgd1jd.dylib	
 8670 ReportCrash	Deleted        /private/var/tmp/cy-dgd1jd.dylib	
 8670 ReportCrash	Modified       /private/var/tmp/cy-dgd1jd.dylib	
 8670 ReportCrash	Created        /private/var/mobile/Library/Logs/CrashReporter/.sharingd-2018-10-22-123405.ips	
 8670 ReportCrash	Changed xattr  /private/var/mobile/Library/Logs/CrashReporter/.sharingd-2018-10-22-123405.ips	
 8670 ReportCrash	Modified       /private/var/mobile/Library/Logs/CrashReporter/.sharingd-2018-10-22-123405.ips	
 8670 ReportCrash	Renamed        /private/var/mobile/Library/Logs/CrashReporter/.sharingd-2018-10-22-123405.ips	/private/var/mobile/Library/Logs/CrashReporter/sharingd-2018-10-22-123405.ips 
 8670 ReportCrash	Modified       /private/var/mobile/Library/Logs/AppleSupport/general.log	
 8668 sharingd	Created        /private/var/tmp/cy-6j4ddw.dylib	
 8668 sharingd	Deleted        /private/var/tmp/cy-6j4ddw.dylib	
 8668 sharingd	Modified       /private/var/tmp/cy-6j4ddw.dylib	
 8668 sharingd	Created        /private/var/tmp/cy-QouKfy.dylib	
 8668 sharingd	Deleted        /private/var/tmp/cy-QouKfy.dylib	
 8668 sharingd	Modified       /private/var/tmp/cy-QouKfy.dylib	
 8668 sharingd	Created        /private/var/tmp/cy-QrI1wT.dylib	
 8668 sharingd	Deleted        /private/var/tmp/cy-QrI1wT.dylib	
 8668 sharingd	Modified       /private/var/tmp/cy-QrI1wT.dylib	
 8668 sharingd	Created        /private/var/tmp/cy-FkWA6S.dylib	
 8668 sharingd	Deleted        /private/var/tmp/cy-FkWA6S.dylib	
 8668 sharingd	Modified       /private/var/tmp/cy-FkWA6S.dylib	
 8668 sharingd	Created        /private/var/tmp/cy-ZkB0Jq.dylib	
 8668 sharingd	Deleted        /private/var/tmp/cy-ZkB0Jq.dylib	
 8668 sharingd	Modified       /private/var/tmp/cy-ZkB0Jq.dylib	
 8668 sharingd	Created        /private/var/tmp/cy-UPVjO7.dylib	
 8668 sharingd	Deleted        /private/var/tmp/cy-UPVjO7.dylib	
 8668 sharingd	Modified       /private/var/tmp/cy-UPVjO7.dylib	
 8668 sharingd	Created        /private/var/tmp/cy-Q5nJ9T.dylib	
 8668 sharingd	Deleted        /private/var/tmp/cy-Q5nJ9T.dylib	
 8668 sharingd	Modified       /private/var/tmp/cy-Q5nJ9T.dylib	
 8668 sharingd	Created        /private/var/tmp/cy-iRqXWH.dylib	
 8668 sharingd	Deleted        /private/var/tmp/cy-iRqXWH.dylib	
 8668 sharingd	Modified       /private/var/tmp/cy-iRqXWH.dylib	
 8668 sharingd	Created        /private/var/tmp/cy-Hyhg9O.dylib	
 8668 sharingd	Deleted        /private/var/tmp/cy-Hyhg9O.dylib	
 8668 sharingd	Modified       /private/var/tmp/cy-Hyhg9O.dylib	
 8668 sharingd	Created        /private/var/tmp/cy-x7AWho.dylib	
 8668 sharingd	Deleted        /private/var/tmp/cy-x7AWho.dylib	
 8668 sharingd	Modified       /private/var/tmp/cy-x7AWho.dylib	
 8668 sharingd	Created        /private/var/tmp/cy-63beT7.dylib	
 8668 sharingd	Deleted        /private/var/tmp/cy-63beT7.dylib	
 8668 sharingd	Modified       /private/var/tmp/cy-63beT7.dylib	
 8668 sharingd	Created        /private/var/tmp/cy-rjZNi3.dylib	
 8668 sharingd	Deleted        /private/var/tmp/cy-rjZNi3.dylib	
 8668 sharingd	Modified       /private/var/tmp/cy-rjZNi3.dylib	
  402 nsurlsessiond	Created dir    /private/var/mobile/Library/com.apple.nsurlsessiond/B681CD17351FE8C7FD6CC6BD10C7A65AA69A20C4	
  402 nsurlsessiond	Created        /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync0192.1HIrxF	
  402 nsurlsessiond	Deleted        /private/var/mobile/Library/com.apple.nsurlsessiond/B681CD17351FE8C7FD6CC6BD10C7A65AA69A20C4	
  402 nsurlsessiond	Changed stat   /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync0192.1HIrxF	
  402 nsurlsessiond	Modified       /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync0192.1HIrxF	
  402 nsurlsessiond	Renamed        /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync0192.1HIrxF	/private/var/mobile/Library/com.apple.nsurlsessiond/bundles.plist 
  402 nsurlsessiond	Chowned        /private/var/mobile/Library/com.apple.nsurlsessiond/bundles.plist	
  402 nsurlsessiond	Created        /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync0192.AypLM6	
  402 nsurlsessiond	Changed stat   /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync0192.AypLM6	
  402 nsurlsessiond	Modified       /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync0192.AypLM6	
  402 nsurlsessiond	Renamed        /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync0192.AypLM6	/private/var/mobile/Library/com.apple.nsurlsessiond/bundles.plist 
  402 nsurlsessiond	Chowned        /private/var/mobile/Library/com.apple.nsurlsessiond/bundles.plist	
  402 nsurlsessiond	Deleted        /private/var/mobile/Library/com.apple.nsurlsessiond/9E30AB37713C135D44B9647838A020491124DF8B/Uploads	
  402 nsurlsessiond	Deleted        /private/var/mobile/Library/com.apple.nsurlsessiond/9E30AB37713C135D44B9647838A020491124DF8B	
  402 nsurlsessiond	Created        /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync0192.clhlTE	
  402 nsurlsessiond	Changed stat   /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync0192.clhlTE	
  402 nsurlsessiond	Modified       /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync0192.clhlTE	
  402 nsurlsessiond	Renamed        /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync0192.clhlTE	/private/var/mobile/Library/com.apple.nsurlsessiond/bundles.plist 
  402 nsurlsessiond	Chowned        /private/var/mobile/Library/com.apple.nsurlsessiond/bundles.plist	
  402 nsurlsessiond	Created dir    /private/var/mobile/Library/com.apple.nsurlsessiond/9E30AB37713C135D44B9647838A020491124DF8B	
  402 nsurlsessiond	Created        /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync0192.9Eqnqp	
  402 nsurlsessiond	Changed stat   /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync0192.9Eqnqp	
  402 nsurlsessiond	Modified       /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync0192.9Eqnqp	
  402 nsurlsessiond	Renamed        /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync0192.9Eqnqp	/private/var/mobile/Library/com.apple.nsurlsessiond/bundles.plist 
  402 nsurlsessiond	Chowned        /private/var/mobile/Library/com.apple.nsurlsessiond/bundles.plist	
  402 nsurlsessiond	Deleted        /private/var/mobile/Library/com.apple.nsurlsessiond/9E30AB37713C135D44B9647838A020491124DF8B	
  402 nsurlsessiond	Created        /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync0192.5IYwWz	
  402 nsurlsessiond	Changed stat   /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync0192.5IYwWz	
  402 nsurlsessiond	Modified       /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync0192.5IYwWz	
  402 nsurlsessiond	Renamed        /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync0192.5IYwWz	/private/var/mobile/Library/com.apple.nsurlsessiond/bundles.plist 
  402 nsurlsessiond	Chowned        /private/var/mobile/Library/com.apple.nsurlsessiond/bundles.plist	
  402 nsurlsessiond	Created dir    /private/var/mobile/Library/com.apple.nsurlsessiond/9E30AB37713C135D44B9647838A020491124DF8B	
  402 nsurlsessiond	Created        /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync0192.EQReqP	
  402 nsurlsessiond	Changed stat   /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync0192.EQReqP	
  402 nsurlsessiond	Modified       /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync0192.EQReqP	
  402 nsurlsessiond	Renamed        /private/var/mobile/Library/com.apple.nsurlsessiond/.dat.nosync0192.EQReqP	/private/var/mobile/Library/com.apple.nsurlsessiond/bundles.plist 
  402 nsurlsessiond	Chowned        /private/var/mobile/Library/com.apple.nsurlsessiond/bundles.plist	
  402 nsurlsessiond	Created dir    /private/var/mobile/Library/com.apple.nsurlsessiond/9E30AB37713C135D44B9647838A020491124DF8B/Uploads	
 8674 xpcproxy	Created        /private/var/tmp/cy-PVOcXX.dylib	
 8674 xpcproxy	Deleted        /private/var/tmp/cy-PVOcXX.dylib	
 8674 xpcproxy	Modified       /private/var/tmp/cy-PVOcXX.dylib	
 8674 xpcproxy	Created        /private/var/tmp/cy-ETFFzK.dylib	
 8674 xpcproxy	Deleted        /private/var/tmp/cy-ETFFzK.dylib	
 8674 xpcproxy	Modified       /private/var/tmp/cy-ETFFzK.dylib	
 8674 xpcproxy	Created        /private/var/tmp/cy-tM7NdD.dylib	
 8674 xpcproxy	Deleted        /private/var/tmp/cy-tM7NdD.dylib	
 8674 xpcproxy	Modified       /private/var/tmp/cy-tM7NdD.dylib	
 8674 xpcproxy	Created        /private/var/tmp/cy-A8cSv9.dylib	
 8674 xpcproxy	Deleted        /private/var/tmp/cy-A8cSv9.dylib	
 8674 xpcproxy	Modified       /private/var/tmp/cy-A8cSv9.dylib	
 8674 xpcproxy	Created        /private/var/tmp/cy-2Gn6oe.dylib	
